Source,Target,Weight,Type
300047,412492,0.6324111,Undirected
300047,412493,0.7826087,Undirected
300047,412494,0.7628459,Undirected
300047,412495,0.6166008,Undirected
300047,412496,0.6442688,Undirected
300047,412507,0.3201581,Undirected
300047,412542,0.312253,Undirected
300047,412545,0.3715415,Undirected
300047,412554,0.3873518,Undirected
300047,412556,0.7312253,Undirected
300047,412573,0.5849802,Undirected
300047,412582,0.3596838,Undirected
300047,412586,0.2055336,Undirected
300047,412597,0.1581028,Undirected
300047,412598,0.01976285,Undirected
300048,300051,0.173913,Undirected
300048,300052,0.7351779,Undirected
300048,300055,0.7905138,Undirected
300048,300058,0.173913,Undirected
300048,300060,0.007905139,Undirected
300048,300063,0.2173913,Undirected
300048,300064,0.01976285,Undirected
300048,300065,0.1581028,Undirected
300048,300066,0.1660079,Undirected
300048,300071,0.6403162,Undirected
300048,300072,0.8814229,Undirected
300048,300073,0.1581028,Undirected
300048,300075,0.5335968,Undirected
300048,300076,0.1581028,Undirected
300048,300078,0.1778656,Undirected
300048,300080,0.3201581,Undirected
300048,300081,0.1462451,Undirected
300048,300082,0.2055336,Undirected
300048,300083,0.8972332,Undirected
300048,300084,0.1581028,Undirected
300048,300087,0.1581028,Undirected
300048,300088,0.8339921,Undirected
300048,300089,0.8063241,Undirected
300048,300093,0.1620553,Undirected
300048,300100,0.1897233,Undirected
300048,400013,0.1620553,Undirected
300048,400034,0.7509881,Undirected
300048,400040,0.8656126,Undirected
300048,400050,0.1581028,Undirected
300048,400054,0.8339921,Undirected
300048,400064,0.1620553,Undirected
300048,400134,0.7114624,Undirected
300048,400194,0.7549407,Undirected
300048,400222,0.6166008,Undirected
300048,400253,0.05533597,Undirected
300048,400272,0.1501976,Undirected
300048,400284,0.8695652,Undirected
300048,400325,0.8339921,Undirected
300048,400357,0.1462451,Undirected
300048,400408,0.8774704,Undirected
300048,400412,0.1976285,Undirected
300048,400413,0.1620553,Undirected
300048,400418,0.798419,Undirected
300048,400432,0.8023716,Undirected
300048,400546,0.8853755,Undirected
300048,400576,0.8023716,Undirected
300048,402675,0.8616601,Undirected
300048,412194,0.1620553,Undirected
300048,412200,0.1501976,Undirected
300048,412205,0.284585,Undirected
300048,412218,0.8339921,Undirected
300048,412223,0.1541502,Undirected
300048,412242,0.1897233,Undirected
300048,412243,0.2450593,Undirected
300048,412244,0.2490119,Undirected
300048,412246,0.1857708,Undirected
300048,412247,0.1581028,Undirected
300048,412248,0.7826087,Undirected
300048,412251,0.8735178,Undirected
300048,412281,0.1857708,Undirected
300048,412320,0.798419,Undirected
300048,412321,0.2134387,Undirected
300048,412322,0.8458498,Undirected
300048,412323,0.201581,Undirected
300048,412324,0.2766798,Undirected
300048,412325,0.1857708,Undirected
300048,412326,0.2173913,Undirected
300048,412330,0.201581,Undirected
300048,412378,0.1699605,Undirected
300048,412390,0.1897233,Undirected
300048,412391,0.3557312,Undirected
300048,412471,0.8656126,Undirected
300048,412490,0.1620553,Undirected
300048,412491,0.8221344,Undirected
300048,412492,0.8300395,Undirected
300048,412493,0.7747036,Undirected
300048,412494,0.8181818,Undirected
300048,412495,0.8379447,Undirected
300048,412496,0.8379447,Undirected
300048,412507,0.1501976,Undirected
300048,412542,0.1660079,Undirected
300048,412545,0.2134387,Undirected
300048,412554,0.2411067,Undirected
300048,412556,0.8814229,Undirected
300048,412573,0.8181818,Undirected
300048,412582,0.201581,Undirected
300048,412586,0.09881423,Undirected
300048,412597,0.1462451,Undirected
300048,412598,0.03162055,Undirected
300051,300052,0.3003953,Undirected
300051,300055,0.09881423,Undirected
300051,300058,0.9407114,Undirected
300051,300060,0.01581028,Undirected
300051,300063,0.8853755,Undirected
300051,300064,0.1146245,Undirected
300051,300065,0.9486166,Undirected
300051,300066,0.9328063,Undirected
300051,300071,0.3438735,Undirected
300051,300072,0.173913,Undirected
300051,300073,0.9367589,Undirected
300051,300075,0.541502,Undirected
300051,300076,0.8932806,Undirected
300051,300078,0.9288538,Undirected
300051,300080,0.8339921,Undirected
300051,300081,0.9367589,Undirected
300051,300082,0.8853755,Undirected
300051,300083,0.1225296,Undirected
300051,300084,0.9130435,Undirected
300051,300087,0.9486166,Undirected
300051,300088,0.1383399,Undirected
300051,300089,0.1818182,Undirected
300051,300093,0.9604743,Undirected
300051,300100,0.9090909,Undirected
300051,400013,0.9446641,Undirected
300051,400034,0.2687747,Undirected
300051,400040,0.2134387,Undirected
300051,400050,0.9407114,Undirected
300051,400054,0.2490119,Undirected
300051,400064,0.9525692,Undirected
300051,400134,0.3003953,Undirected
300051,400194,0.3083004,Undirected
300051,400222,0.3201581,Undirected
300051,400253,0.4031621,Undirected
300051,400272,0.9367589,Undirected
300051,400284,0.1976285,Undirected
300051,400325,0.3043478,Undirected
300051,400357,0.9130435,Undirected
300051,400408,0.1857708,Undirected
300051,400412,0.9090909,Undirected
300051,400413,0.9288538,Undirected
300051,400418,0.1225296,Undirected
300051,400432,0.312253,Undirected
300051,400546,0.2332016,Undirected
300051,400576,0.1185771,Undirected
300051,402675,0.2055336,Undirected
300051,412194,0.9446641,Undirected
300051,412200,0.9525692,Undirected
300051,412205,0.8774704,Undirected
300051,412218,0.1976285,Undirected
300051,412223,0.9525692,Undirected
300051,412242,0.9288538,Undirected
300051,412243,0.8537549,Undirected
300051,412244,0.8774704,Undirected
300051,412246,0.9051383,Undirected
300051,412247,0.9249012,Undirected
300051,412248,0.3201581,Undirected
300051,412251,0.1383399,Undirected
300051,412281,0.9328063,Undirected
300051,412320,0.2687747,Undirected
300051,412321,0.8972332,Undirected
300051,412322,0.08300395,Undirected
300051,412323,0.9090909,Undirected
300051,412324,0.8695652,Undirected
300051,412325,0.8972332,Undirected
300051,412326,0.8498024,Undirected
300051,412330,0.9367589,Undirected
300051,412378,0.9604743,Undirected
300051,412390,0.9328063,Undirected
300051,412391,0.7549407,Undirected
300051,412471,0.09090909,Undirected
300051,412490,0.9407114,Undirected
300051,412491,0.1541502,Undirected
300051,412492,0.1106719,Undirected
300051,412493,0.3003953,Undirected
300051,412494,0.2924901,Undirected
300051,412495,0.07509881,Undirected
300051,412496,0.1264822,Undirected
300051,412507,0.9407114,Undirected
300051,412542,0.9288538,Undirected
300051,412545,0.9090909,Undirected
300051,412554,0.8774704,Undirected
300051,412556,0.2213439,Undirected
300051,412573,0.08300395,Undirected
300051,412582,0.9328063,Undirected
300051,412586,0.4901186,Undirected
300051,412597,0.1106719,Undirected
300051,412598,0.2450593,Undirected
300052,300055,0.6561265,Undirected
300052,300058,0.312253,Undirected
300052,300060,0.007905139,Undirected
300052,300063,0.3320158,Undirected
300052,300064,0.02371541,Undirected
300052,300065,0.2766798,Undirected
300052,300066,0.2924901,Undirected
300052,300071,0.6719368,Undirected
300052,300072,0.7351779,Undirected
300052,300073,0.2964427,Undirected
300052,300075,0.6284585,Undirected
300052,300076,0.284585,Undirected
300052,300078,0.3043478,Undirected
300052,300080,0.4387352,Undirected
300052,300081,0.2806324,Undirected
300052,300082,0.3003953,Undirected
300052,300083,0.7035573,Undirected
300052,300084,0.2885376,Undirected
300052,300087,0.2924901,Undirected
300052,300088,0.6640316,Undirected
300052,300089,0.6482214,Undirected
300052,300093,0.2885376,Undirected
300052,300100,0.3320158,Undirected
300052,400013,0.2885376,Undirected
300052,400034,0.6916996,Undirected
300052,400040,0.6956522,Undirected
300052,400050,0.2806324,Undirected
300052,400054,0.7351779,Undirected
300052,400064,0.2964427,Undirected
300052,400134,0.7351779,Undirected
300052,400194,0.7114624,Undirected
300052,400222,0.6126482,Undirected
300052,400253,0.1383399,Undirected
300052,400272,0.2766798,Undirected
300052,400284,0.6798419,Undirected
300052,400325,0.770751,Undirected
300052,400357,0.2608696,Undirected
300052,400408,0.7628459,Undirected
300052,400412,0.3201581,Undirected
300052,400413,0.2885376,Undirected
300052,400418,0.6442688,Undirected
300052,400432,0.7193676,Undirected
300052,400546,0.7628459,Undirected
300052,400576,0.6877471,Undirected
300052,402675,0.7470356,Undirected
300052,412194,0.2806324,Undirected
300052,412200,0.2766798,Undirected
300052,412205,0.4031621,Undirected
300052,412218,0.7351779,Undirected
300052,412223,0.2885376,Undirected
300052,412242,0.3241107,Undirected
300052,412243,0.3636364,Undirected
300052,412244,0.3675889,Undirected
300052,412246,0.312253,Undirected
300052,412247,0.2924901,Undirected
300052,412248,0.7588933,Undirected
300052,412251,0.6996047,Undirected
300052,412281,0.3162055,Undirected
300052,412320,0.7114624,Undirected
300052,412321,0.3399209,Undirected
300052,412322,0.6482214,Undirected
300052,412323,0.3280632,Undirected
300052,412324,0.3952569,Undirected
300052,412325,0.3043478,Undirected
300052,412326,0.3438735,Undirected
300052,412330,0.3201581,Undirected
300052,412378,0.3043478,Undirected
300052,412390,0.3003953,Undirected
300052,412391,0.486166,Undirected
300052,412471,0.6916996,Undirected
300052,412490,0.2885376,Undirected
300052,412491,0.7233202,Undirected
300052,412492,0.6482214,Undirected
300052,412493,0.7628459,Undirected
300052,412494,0.7549407,Undirected
300052,412495,0.6561265,Undirected
300052,412496,0.7075099,Undirected
300052,412507,0.2924901,Undirected
300052,412542,0.2924901,Undirected
300052,412545,0.3438735,Undirected
300052,412554,0.3636364,Undirected
300052,412556,0.6996047,Undirected
300052,412573,0.6245059,Undirected
300052,412582,0.3280632,Undirected
300052,412586,0.1304348,Undirected
300052,412597,0.1778656,Undirected
300052,412598,0.08300395,Undirected
300055,300058,0.09881423,Undirected
300055,300060,0.01185771,Undirected
300055,300063,0.1462451,Undirected
300055,300064,0.01976285,Undirected
300055,300065,0.08695652,Undirected
300055,300066,0.09090909,Undirected
300055,300071,0.5810277,Undirected
300055,300072,0.7905138,Undirected
300055,300073,0.08300395,Undirected
300055,300075,0.4466403,Undirected
300055,300076,0.07114624,Undirected
300055,300078,0.09881423,Undirected
300055,300080,0.2371542,Undirected
300055,300081,0.07905138,Undirected
300055,300082,0.1185771,Undirected
300055,300083,0.8063241,Undirected
300055,300084,0.08695652,Undirected
300055,300087,0.08300395,Undirected
300055,300088,0.7549407,Undirected
300055,300089,0.7351779,Undirected
300055,300093,0.08695652,Undirected
300055,300100,0.1225296,Undirected
300055,400013,0.08695652,Undirected
300055,400034,0.6719368,Undirected
300055,400040,0.7786561,Undirected
300055,400050,0.08300395,Undirected
300055,400054,0.7114624,Undirected
300055,400064,0.08300395,Undirected
300055,400134,0.6047431,Undirected
300055,400194,0.6284585,Undirected
300055,400222,0.5335968,Undirected
300055,400253,0.01976285,Undirected
300055,400272,0.08300395,Undirected
300055,400284,0.7351779,Undirected
300055,400325,0.6996047,Undirected
300055,400357,0.06324111,Undirected
300055,400408,0.770751,Undirected
300055,400412,0.1225296,Undirected
300055,400413,0.09090909,Undirected
300055,400418,0.7312253,Undirected
300055,400432,0.6916996,Undirected
300055,400546,0.743083,Undirected
300055,400576,0.7312253,Undirected
300055,402675,0.7233202,Undirected
300055,412194,0.07905138,Undirected
300055,412200,0.07905138,Undirected
300055,412205,0.201581,Undirected
300055,412218,0.6996047,Undirected
300055,412223,0.08695652,Undirected
300055,412242,0.1106719,Undirected
300055,412243,0.1620553,Undirected
300055,412244,0.1778656,Undirected
300055,412246,0.1185771,Undirected
300055,412247,0.08300395,Undirected
300055,412248,0.6442688,Undirected
300055,412251,0.7944664,Undirected
300055,412281,0.1106719,Undirected
300055,412320,0.6719368,Undirected
300055,412321,0.1501976,Undirected
300055,412322,0.7667984,Undirected
300055,412323,0.1343874,Undirected
300055,412324,0.201581,Undirected
300055,412325,0.1185771,Undirected
300055,412326,0.1541502,Undirected
300055,412330,0.1225296,Undirected
300055,412378,0.09090909,Undirected
300055,412390,0.1106719,Undirected
300055,412391,0.2766798,Undirected
300055,412471,0.798419,Undirected
300055,412490,0.08695652,Undirected
300055,412491,0.7193676,Undirected
300055,412492,0.7312253,Undirected
300055,412493,0.6719368,Undirected
300055,412494,0.6916996,Undirected
300055,412495,0.7470356,Undirected
300055,412496,0.7588933,Undirected
300055,412507,0.08300395,Undirected
300055,412542,0.09090909,Undirected
300055,412545,0.1343874,Undirected
300055,412554,0.1620553,Undirected
300055,412556,0.7549407,Undirected
300055,412573,0.7312253,Undirected
300055,412582,0.1343874,Undirected
300055,412586,0.05533597,Undirected
300055,412597,0.09881423,Undirected
300055,412598,0.01185771,Undirected
300058,300060,0.01581028,Undirected
300058,300063,0.8932806,Undirected
300058,300064,0.1106719,Undirected
300058,300065,0.9367589,Undirected
300058,300066,0.9328063,Undirected
300058,300071,0.3636364,Undirected
300058,300072,0.1660079,Undirected
300058,300073,0.9446641,Undirected
300058,300075,0.5494071,Undirected
300058,300076,0.8893281,Undirected
300058,300078,0.9367589,Undirected
300058,300080,0.8300395,Undirected
300058,300081,0.9407114,Undirected
300058,300082,0.8853755,Undirected
300058,300083,0.1185771,Undirected
300058,300084,0.9288538,Undirected
300058,300087,0.9525692,Undirected
300058,300088,0.1383399,Undirected
300058,300089,0.173913,Undirected
300058,300093,0.9486166,Undirected
300058,300100,0.9130435,Undirected
300058,400013,0.9486166,Undirected
300058,400034,0.2648221,Undirected
300058,400040,0.2055336,Undirected
300058,400050,0.9525692,Undirected
300058,400054,0.2490119,Undirected
300058,400064,0.9565217,Undirected
300058,400134,0.3083004,Undirected
300058,400194,0.3003953,Undirected
300058,400222,0.3359684,Undirected
300058,400253,0.4071146,Undirected
300058,400272,0.9407114,Undirected
300058,400284,0.1897233,Undirected
300058,400325,0.3043478,Undirected
300058,400357,0.9090909,Undirected
300058,400408,0.1936759,Undirected
300058,400412,0.9249012,Undirected
300058,400413,0.9486166,Undirected
300058,400418,0.1225296,Undirected
300058,400432,0.3043478,Undirected
300058,400546,0.2252964,Undirected
300058,400576,0.1225296,Undirected
300058,402675,0.2173913,Undirected
300058,412194,0.9407114,Undirected
300058,412200,0.9407114,Undirected
300058,412205,0.8735178,Undirected
300058,412218,0.201581,Undirected
300058,412223,0.9486166,Undirected
300058,412242,0.9407114,Undirected
300058,412243,0.8735178,Undirected
300058,412244,0.8893281,Undirected
300058,412246,0.9169961,Undirected
300058,412247,0.9288538,Undirected
300058,412248,0.3241107,Undirected
300058,412251,0.1304348,Undirected
300058,412281,0.9367589,Undirected
300058,412320,0.2648221,Undirected
300058,412321,0.9011858,Undirected
300058,412322,0.08695652,Undirected
300058,412323,0.9209486,Undirected
300058,412324,0.8814229,Undirected
300058,412325,0.9051383,Undirected
300058,412326,0.8695652,Undirected
300058,412330,0.9407114,Undirected
300058,412378,0.9644269,Undirected
300058,412390,0.9446641,Undirected
300058,412391,0.7628459,Undirected
300058,412471,0.09090909,Undirected
300058,412490,0.9446641,Undirected
300058,412491,0.1620553,Undirected
300058,412492,0.1106719,Undirected
300058,412493,0.312253,Undirected
300058,412494,0.284585,Undirected
300058,412495,0.08300395,Undirected
300058,412496,0.1343874,Undirected
300058,412507,0.9525692,Undirected
300058,412542,0.9328063,Undirected
300058,412545,0.9051383,Undirected
300058,412554,0.8893281,Undirected
300058,412556,0.2173913,Undirected
300058,412573,0.08300395,Undirected
300058,412582,0.9209486,Undirected
300058,412586,0.4822134,Undirected
300058,412597,0.1027668,Undirected
300058,412598,0.2411067,Undirected
300060,300063,0.01185771,Undirected
300060,300064,0.01581028,Undirected
300060,300065,0.01581028,Undirected
300060,300066,0.01581028,Undirected
300060,300071,0.01185771,Undirected
300060,300072,0.007905139,Undirected
300060,300073,0.01581028,Undirected
300060,300075,0.01581028,Undirected
300060,300076,0.007905139,Undirected
300060,300078,0.01581028,Undirected
300060,300080,0.01581028,Undirected
300060,300081,0.01581028,Undirected
300060,300082,0.01581028,Undirected
300060,300083,0.007905139,Undirected
300060,300084,0.01581028,Undirected
300060,300087,0.01581028,Undirected
300060,300088,0,Undirected
300060,300089,0.007905139,Undirected
300060,300093,0.01581028,Undirected
300060,300100,0.01581028,Undirected
300060,400013,0.01581028,Undirected
300060,400034,0.007905139,Undirected
300060,400040,0.007905139,Undirected
300060,400050,0.01581028,Undirected
300060,400054,0,Undirected
300060,400064,0.01581028,Undirected
300060,400134,0.003952569,Undirected
300060,400194,0.007905139,Undirected
300060,400222,0.007905139,Undirected
300060,400272,0.01581028,Undirected
300060,400284,0.007905139,Undirected
300060,400325,0.007905139,Undirected
300060,400357,0.003952569,Undirected
300060,400408,0.003952569,Undirected
300060,400412,0.01581028,Undirected
300060,400413,0.01581028,Undirected
300060,400418,0.007905139,Undirected
300060,400432,0.01581028,Undirected
300060,400546,0.007905139,Undirected
300060,400576,0,Undirected
300060,402675,0,Undirected
300060,412194,0.01581028,Undirected
300060,412200,0.01581028,Undirected
300060,412205,0.01581028,Undirected
300060,412218,0.007905139,Undirected
300060,412223,0.01581028,Undirected
300060,412242,0.01581028,Undirected
300060,412243,0.01581028,Undirected
300060,412244,0.01581028,Undirected
300060,412246,0.01581028,Undirected
300060,412247,0.01581028,Undirected
300060,412248,0.007905139,Undirected
300060,412251,0.007905139,Undirected
300060,412281,0.01581028,Undirected
300060,412320,0.007905139,Undirected
300060,412321,0.01581028,Undirected
300060,412322,0.003952569,Undirected
300060,412323,0.01581028,Undirected
300060,412324,0.01581028,Undirected
300060,412325,0.01581028,Undirected
300060,412326,0.01581028,Undirected
300060,412330,0.01581028,Undirected
300060,412378,0.01581028,Undirected
300060,412390,0.01581028,Undirected
300060,412391,0.01581028,Undirected
300060,412471,0,Undirected
300060,412490,0.01581028,Undirected
300060,412491,0,Undirected
300060,412492,0,Undirected
300060,412493,0.01185771,Undirected
300060,412494,0.01185771,Undirected
300060,412495,0,Undirected
300060,412496,0,Undirected
300060,412507,0.01581028,Undirected
300060,412542,0.01581028,Undirected
300060,412545,0.007905139,Undirected
300060,412554,0.01581028,Undirected
300060,412556,0.007905139,Undirected
300060,412573,0,Undirected
300060,412582,0.01581028,Undirected
300063,300064,0.08695652,Undirected
300063,300065,0.8774704,Undirected
300063,300066,0.8695652,Undirected
300063,300071,0.3952569,Undirected
300063,300072,0.2055336,Undirected
300063,300073,0.8656126,Undirected
300063,300075,0.5810277,Undirected
300063,300076,0.8339921,Undirected
300063,300078,0.8774704,Undirected
300063,300080,0.8735178,Undirected
300063,300081,0.8656126,Undirected
300063,300082,0.8260869,Undirected
300063,300083,0.1581028,Undirected
300063,300084,0.8577075,Undirected
300063,300087,0.8774704,Undirected
300063,300088,0.1818182,Undirected
300063,300089,0.2332016,Undirected
300063,300093,0.8972332,Undirected
300063,300100,0.8458498,Undirected
300063,400013,0.8735178,Undirected
300063,400034,0.3043478,Undirected
300063,400040,0.256917,Undirected
300063,400050,0.8774704,Undirected
300063,400054,0.2924901,Undirected
300063,400064,0.8814229,Undirected
300063,400134,0.3517787,Undirected
300063,400194,0.3399209,Undirected
300063,400222,0.3320158,Undirected
300063,400253,0.3833992,Undirected
300063,400272,0.8656126,Undirected
300063,400284,0.2411067,Undirected
300063,400325,0.3438735,Undirected
300063,400357,0.8537549,Undirected
300063,400408,0.229249,Undirected
300063,400412,0.8735178,Undirected
300063,400413,0.8972332,Undirected
300063,400418,0.1699605,Undirected
300063,400432,0.3517787,Undirected
300063,400546,0.2727273,Undirected
300063,400576,0.1660079,Undirected
300063,402675,0.2490119,Undirected
300063,412194,0.8656126,Undirected
300063,412200,0.8893281,Undirected
300063,412205,0.8932806,Undirected
300063,412218,0.256917,Undirected
300063,412223,0.8735178,Undirected
300063,412242,0.8735178,Undirected
300063,412243,0.8498024,Undirected
300063,412244,0.8774704,Undirected
300063,412246,0.8656126,Undirected
300063,412247,0.8537549,Undirected
300063,412248,0.3596838,Undirected
300063,412251,0.1857708,Undirected
300063,412281,0.8932806,Undirected
300063,412320,0.3083004,Undirected
300063,412321,0.8814229,Undirected
300063,412322,0.1304348,Undirected
300063,412323,0.8695652,Undirected
300063,412324,0.9011858,Undirected
300063,412325,0.8458498,Undirected
300063,412326,0.8656126,Undirected
300063,412330,0.8972332,Undirected
300063,412378,0.8814229,Undirected
300063,412390,0.8853755,Undirected
300063,412391,0.7509881,Undirected
300063,412471,0.1422925,Undirected
300063,412490,0.8695652,Undirected
300063,412491,0.2134387,Undirected
300063,412492,0.1699605,Undirected
300063,412493,0.3478261,Undirected
300063,412494,0.3280632,Undirected
300063,412495,0.1264822,Undirected
300063,412496,0.173913,Undirected
300063,412507,0.8695652,Undirected
300063,412542,0.8616601,Undirected
300063,412545,0.8537549,Undirected
300063,412554,0.9011858,Undirected
300063,412556,0.2608696,Undirected
300063,412573,0.1343874,Undirected
300063,412582,0.8774704,Undirected
300063,412586,0.4624506,Undirected
300063,412597,0.09881423,Undirected
300063,412598,0.2332016,Undirected
300064,300065,0.1185771,Undirected
300064,300066,0.1185771,Undirected
300064,300071,0.03952569,Undirected
300064,300072,0.01976285,Undirected
300064,300073,0.1146245,Undirected
300064,300075,0.06719368,Undirected
300064,300076,0.08695652,Undirected
300064,300078,0.1146245,Undirected
300064,300080,0.08695652,Undirected
300064,300081,0.1185771,Undirected
300064,300082,0.1067194,Undirected
300064,300083,0.01581028,Undirected
300064,300084,0.1146245,Undirected
300064,300087,0.1185771,Undirected
300064,300088,0,Undirected
300064,300089,0.02371541,Undirected
300064,300093,0.1146245,Undirected
300064,300100,0.1185771,Undirected
300064,400013,0.1185771,Undirected
300064,400034,0.02371541,Undirected
300064,400040,0.01581028,Undirected
300064,400050,0.1185771,Undirected
300064,400054,0.01976285,Undirected
300064,400064,0.1146245,Undirected
300064,400134,0.02371541,Undirected
300064,400194,0.02371541,Undirected
300064,400222,0.06324111,Undirected
300064,400272,0.1185771,Undirected
300064,400284,0.02371541,Undirected
300064,400325,0.02766798,Undirected
300064,400357,0.1027668,Undirected
300064,400408,0.02371541,Undirected
300064,400412,0.1067194,Undirected
300064,400413,0.1106719,Undirected
300064,400418,0.01581028,Undirected
300064,400432,0.03952569,Undirected
300064,400546,0.02371541,Undirected
300064,400576,0.007905139,Undirected
300064,402675,0.01581028,Undirected
300064,412194,0.1185771,Undirected
300064,412200,0.1185771,Undirected
300064,412205,0.09486166,Undirected
300064,412218,0.03557312,Undirected
300064,412223,0.1146245,Undirected
300064,412242,0.1146245,Undirected
300064,412243,0.09881423,Undirected
300064,412244,0.09090909,Undirected
300064,412246,0.1185771,Undirected
300064,412247,0.1146245,Undirected
300064,412248,0.02766798,Undirected
300064,412251,0.02371541,Undirected
300064,412281,0.1067194,Undirected
300064,412320,0.02371541,Undirected
300064,412321,0.09881423,Undirected
300064,412322,0.007905139,Undirected
300064,412323,0.1146245,Undirected
300064,412324,0.08300395,Undirected
300064,412325,0.1185771,Undirected
300064,412326,0.09090909,Undirected
300064,412330,0.1106719,Undirected
300064,412378,0.1146245,Undirected
300064,412390,0.1146245,Undirected
300064,412391,0.09090909,Undirected
300064,412471,0.003952569,Undirected
300064,412490,0.1185771,Undirected
300064,412491,0.01185771,Undirected
300064,412492,0.01581028,Undirected
300064,412493,0.04347826,Undirected
300064,412494,0.03557312,Undirected
300064,412495,0.01581028,Undirected
300064,412496,0.01185771,Undirected
300064,412507,0.1185771,Undirected
300064,412542,0.1185771,Undirected
300064,412545,0.1027668,Undirected
300064,412554,0.09090909,Undirected
300064,412556,0.02371541,Undirected
300064,412573,0.01581028,Undirected
300064,412582,0.1146245,Undirected
300064,412586,0.07509881,Undirected
300065,300066,0.9367589,Undirected
300065,300071,0.3280632,Undirected
300065,300072,0.1581028,Undirected
300065,300073,0.9407114,Undirected
300065,300075,0.541502,Undirected
300065,300076,0.9090909,Undirected
300065,300078,0.9328063,Undirected
300065,300080,0.8221344,Undirected
300065,300081,0.9565217,Undirected
300065,300082,0.9051383,Undirected
300065,300083,0.1067194,Undirected
300065,300084,0.9169961,Undirected
300065,300087,0.9604743,Undirected
300065,300088,0.1225296,Undirected
300065,300089,0.1660079,Undirected
300065,300093,0.972332,Undirected
300065,300100,0.9367589,Undirected
300065,400013,0.9565217,Undirected
300065,400034,0.2490119,Undirected
300065,400040,0.1976285,Undirected
300065,400050,0.9525692,Undirected
300065,400054,0.2332016,Undirected
300065,400064,0.972332,Undirected
300065,400134,0.2964427,Undirected
300065,400194,0.2885376,Undirected
300065,400222,0.3083004,Undirected
300065,400253,0.4150198,Undirected
300065,400272,0.9486166,Undirected
300065,400284,0.1818182,Undirected
300065,400325,0.2885376,Undirected
300065,400357,0.9486166,Undirected
300065,400408,0.1699605,Undirected
300065,400412,0.9051383,Undirected
300065,400413,0.9486166,Undirected
300065,400418,0.1027668,Undirected
300065,400432,0.2964427,Undirected
300065,400546,0.2173913,Undirected
300065,400576,0.1067194,Undirected
300065,402675,0.1818182,Undirected
300065,412194,0.9644269,Undirected
300065,412200,0.9802371,Undirected
300065,412205,0.8577075,Undirected
300065,412218,0.1897233,Undirected
300065,412223,0.9644269,Undirected
300065,412242,0.9328063,Undirected
300065,412243,0.8537549,Undirected
300065,412244,0.8814229,Undirected
300065,412246,0.9090909,Undirected
300065,412247,0.9407114,Undirected
300065,412248,0.2964427,Undirected
300065,412251,0.1225296,Undirected
300065,412281,0.9367589,Undirected
300065,412320,0.2529644,Undirected
300065,412321,0.8932806,Undirected
300065,412322,0.06719368,Undirected
300065,412323,0.9130435,Undirected
300065,412324,0.8656126,Undirected
300065,412325,0.9169961,Undirected
300065,412326,0.8695652,Undirected
300065,412330,0.9407114,Undirected
300065,412378,0.9565217,Undirected
300065,412390,0.9288538,Undirected
300065,412391,0.7391304,Undirected
300065,412471,0.08300395,Undirected
300065,412490,0.9683794,Undirected
300065,412491,0.1462451,Undirected
300065,412492,0.1027668,Undirected
300065,412493,0.2964427,Undirected
300065,412494,0.2766798,Undirected
300065,412495,0.07509881,Undirected
300065,412496,0.1185771,Undirected
300065,412507,0.9604743,Undirected
300065,412542,0.9565217,Undirected
300065,412545,0.9051383,Undirected
300065,412554,0.8735178,Undirected
300065,412556,0.2055336,Undirected
300065,412573,0.07509881,Undirected
300065,412582,0.9209486,Undirected
300065,412586,0.4980237,Undirected
300065,412597,0.09881423,Undirected
300065,412598,0.2411067,Undirected
300066,300071,0.3478261,Undirected
300066,300072,0.1581028,Undirected
300066,300073,0.9288538,Undirected
300066,300075,0.5494071,Undirected
300066,300076,0.8932806,Undirected
300066,300078,0.9249012,Undirected
300066,300080,0.8221344,Undirected
300066,300081,0.9446641,Undirected
300066,300082,0.8814229,Undirected
300066,300083,0.1067194,Undirected
300066,300084,0.9090909,Undirected
300066,300087,0.9565217,Undirected
300066,300088,0.1304348,Undirected
300066,300089,0.1660079,Undirected
300066,300093,0.9486166,Undirected
300066,300100,0.9090909,Undirected
300066,400013,0.9525692,Undirected
300066,400034,0.2529644,Undirected
300066,400040,0.1976285,Undirected
300066,400050,0.9486166,Undirected
300066,400054,0.2411067,Undirected
300066,400064,0.9446641,Undirected
300066,400134,0.3003953,Undirected
300066,400194,0.2924901,Undirected
300066,400222,0.3320158,Undirected
300066,400253,0.3952569,Undirected
300066,400272,0.9446641,Undirected
300066,400284,0.1818182,Undirected
300066,400325,0.2964427,Undirected
300066,400357,0.9209486,Undirected
300066,400408,0.1818182,Undirected
300066,400412,0.8932806,Undirected
300066,400413,0.9367589,Undirected
300066,400418,0.1106719,Undirected
300066,400432,0.3043478,Undirected
300066,400546,0.2173913,Undirected
300066,400576,0.1146245,Undirected
300066,402675,0.201581,Undirected
300066,412194,0.9407114,Undirected
300066,412200,0.9486166,Undirected
300066,412205,0.8418972,Undirected
300066,412218,0.1976285,Undirected
300066,412223,0.9446641,Undirected
300066,412242,0.9209486,Undirected
300066,412243,0.8458498,Undirected
300066,412244,0.8577075,Undirected
300066,412246,0.9051383,Undirected
300066,412247,0.9328063,Undirected
300066,412248,0.312253,Undirected
300066,412251,0.1225296,Undirected
300066,412281,0.9169961,Undirected
300066,412320,0.2529644,Undirected
300066,412321,0.8695652,Undirected
300066,412322,0.07509881,Undirected
