Source,Target,Weight,Type
300023,412378,0.2964427,Undirected
300023,412390,0.3003953,Undirected
300023,412391,0.4545455,Undirected
300023,412471,0.7391304,Undirected
300023,412490,0.2806324,Undirected
300023,412491,0.6758893,Undirected
300023,412492,0.6798419,Undirected
300023,412493,0.7272727,Undirected
300023,412494,0.8339921,Undirected
300023,412495,0.6679842,Undirected
300023,412496,0.7351779,Undirected
300023,412507,0.2766798,Undirected
300023,412542,0.2766798,Undirected
300023,412545,0.3241107,Undirected
300023,412554,0.3715415,Undirected
300023,412556,0.8181818,Undirected
300023,412573,0.6600791,Undirected
300023,412582,0.3359684,Undirected
300023,412586,0.1699605,Undirected
300023,412597,0.1620553,Undirected
300023,412598,0.02766798,Undirected
300025,300027,0.4624506,Undirected
300025,300030,0.4545455,Undirected
300025,300038,0.6363636,Undirected
300025,300041,0.4743083,Undirected
300025,300043,0.6324111,Undirected
300025,300047,0.6166008,Undirected
300025,300048,0.513834,Undirected
300025,300051,0.6245059,Undirected
300025,300052,0.6166008,Undirected
300025,300055,0.4189723,Undirected
300025,300058,0.6403162,Undirected
300025,300060,0.01581028,Undirected
300025,300063,0.6561265,Undirected
300025,300064,0.07509881,Undirected
300025,300065,0.6047431,Undirected
300025,300066,0.6284585,Undirected
300025,300071,0.6600791,Undirected
300025,300072,0.4980237,Undirected
300025,300073,0.6166008,Undirected
300025,300075,0.8181818,Undirected
300025,300076,0.5928854,Undirected
300025,300078,0.6324111,Undirected
300025,300080,0.7114624,Undirected
300025,300081,0.6166008,Undirected
300025,300082,0.6007905,Undirected
300025,300083,0.4545455,Undirected
300025,300084,0.6086956,Undirected
300025,300087,0.6284585,Undirected
300025,300088,0.4940712,Undirected
300025,300089,0.5019763,Undirected
300025,300093,0.6245059,Undirected
300025,300100,0.6126482,Undirected
300025,400013,0.6324111,Undirected
300025,400034,0.5810277,Undirected
300025,400040,0.5454546,Undirected
300025,400050,0.6205534,Undirected
300025,400054,0.5573123,Undirected
300025,400064,0.6324111,Undirected
300025,400134,0.6007905,Undirected
300025,400194,0.6086956,Undirected
300025,400222,0.5889328,Undirected
300025,400253,0.2806324,Undirected
300025,400272,0.6166008,Undirected
300025,400284,0.5177866,Undirected
300025,400325,0.6205534,Undirected
300025,400357,0.5770751,Undirected
300025,400408,0.5335968,Undirected
300025,400412,0.6521739,Undirected
300025,400413,0.6324111,Undirected
300025,400418,0.4426877,Undirected
300025,400432,0.6166008,Undirected
300025,400546,0.5652174,Undirected
300025,400576,0.4505929,Undirected
300025,402675,0.5533597,Undirected
300025,412194,0.6166008,Undirected
300025,412200,0.6086956,Undirected
300025,412205,0.7075099,Undirected
300025,412218,0.541502,Undirected
300025,412223,0.6245059,Undirected
300025,412242,0.6600791,Undirected
300025,412243,0.6758893,Undirected
300025,412244,0.6324111,Undirected
300025,412246,0.6324111,Undirected
300025,412247,0.6205534,Undirected
300025,412248,0.6600791,Undirected
300025,412251,0.4782609,Undirected
300025,412281,0.6521739,Undirected
300025,412320,0.5770751,Undirected
300025,412321,0.6482214,Undirected
300025,412322,0.4150198,Undirected
300025,412323,0.6363636,Undirected
300025,412324,0.7075099,Undirected
300025,412325,0.6007905,Undirected
300025,412326,0.6442688,Undirected
300025,412330,0.6640316,Undirected
300025,412378,0.6403162,Undirected
300025,412390,0.6482214,Undirected
300025,412391,0.7075099,Undirected
300025,412471,0.4466403,Undirected
300025,412490,0.6284585,Undirected
300025,412491,0.4782609,Undirected
300025,412492,0.4150198,Undirected
300025,412493,0.6442688,Undirected
300025,412494,0.6086956,Undirected
300025,412495,0.4150198,Undirected
300025,412496,0.4743083,Undirected
300025,412507,0.6126482,Undirected
300025,412542,0.6205534,Undirected
300025,412545,0.6679842,Undirected
300025,412554,0.6679842,Undirected
300025,412556,0.5533597,Undirected
300025,412573,0.3992095,Undirected
300025,412582,0.6521739,Undirected
300025,412586,0.312253,Undirected
300025,412597,0.1660079,Undirected
300025,412598,0.1620553,Undirected
300027,300030,0.8300395,Undirected
300027,300038,0.1383399,Undirected
300027,300041,0.8537549,Undirected
300027,300043,0.1343874,Undirected
300027,300047,0.6758893,Undirected
300027,300048,0.8616601,Undirected
300027,300051,0.1383399,Undirected
300027,300052,0.7075099,Undirected
300027,300055,0.7667984,Undirected
300027,300058,0.1383399,Undirected
300027,300060,0.007905139,Undirected
300027,300063,0.1699605,Undirected
300027,300064,0.01976285,Undirected
300027,300065,0.1304348,Undirected
300027,300066,0.1304348,Undirected
300027,300071,0.6442688,Undirected
300027,300072,0.8972332,Undirected
300027,300073,0.1225296,Undirected
300027,300075,0.486166,Undirected
300027,300076,0.1264822,Undirected
300027,300078,0.1422925,Undirected
300027,300080,0.2766798,Undirected
300027,300081,0.1264822,Undirected
300027,300082,0.1699605,Undirected
300027,300083,0.8893281,Undirected
300027,300084,0.1225296,Undirected
